puzzle_id,expected_solution,agent_solution,is_correct,solve_time,status
b2ebe47e-f117-4f29-92e3-a397bf3cf348,"{'Jorge': {'sport': 'basketball', 'drink': 'water'}, 'Vera': {'sport': 'yoga', 'drink': 'juice'}, 'Irene': {'sport': 'swimming', 'drink': 'coffee'}}","{'Irene': {'drink': 'coffee', 'sport': 'swimming'}, 'Jorge': {'drink': 'water', 'sport': 'basketball'}, 'Vera': {'drink': 'juice', 'sport': 'yoga'}}",True,8.73,solved
e5cf7204-78cf-460c-b1ae-cff7052d1ae3,"{'Alice': {'color': 'red', 'drink': 'juice'}, 'Irene': {'color': 'green', 'drink': 'soda'}, 'Sara': {'color': 'blue', 'drink': 'coffee'}}","{'Alice': {'color': 'red', 'drink': 'juice'}, 'Irene': {'color': 'green', 'drink': 'soda'}, 'Sara': {'color': 'blue', 'drink': 'coffee'}}",True,11.12,solved
9f2debad-a9ef-4544-a8fe-3e6483d20327,"{'Olga': {'animal': 'dog', 'food': 'pasta'}, 'Frank': {'animal': 'bird', 'food': 'pizza'}, 'David': {'animal': 'hamster', 'food': 'salad'}}","{'David': {'animal': 'hamster', 'food': 'salad'}, 'Frank': {'animal': 'bird', 'food': 'pizza'}, 'Olga': {'animal': 'dog', 'food': 'pasta'}}",True,9.87,solved
f82bc1e9-db1f-4c78-9957-a5501e71bfed,"{'Eva': {'drink': 'coffee', 'sport': 'basketball'}, 'Jorge': {'drink': 'soda', 'sport': 'swimming'}, 'Nico': {'drink': 'tea', 'sport': 'yoga'}}","{'Eva': {'drink': 'coffee', 'sport': 'basketball'}, 'Jorge': {'drink': 'soda', 'sport': 'swimming'}, 'Nico': {'drink': 'tea', 'sport': 'yoga'}}",True,14.92,solved
66efa2df-1c52-4232-9830-56c3665a7dfe,"{'Eva': {'drink': 'juice', 'city': 'Rome'}, 'Jorge': {'drink': 'water', 'city': 'Madrid'}, 'Vera': {'drink': 'tea', 'city': 'London'}}","{'Eva': {'city': 'Rome', 'drink': 'juice'}, 'Jorge': {'city': 'Madrid', 'drink': 'water'}, 'Vera': {'city': 'London', 'drink': 'tea'}}",True,10.39,solved
7d058b2f-ee2f-468e-b829-6a40b6978163,"{'Eva': {'sport': 'football', 'food': 'salad'}, 'Alice': {'sport': 'tennis', 'food': 'pizza'}, 'Bob': {'sport': 'swimming', 'food': 'tacos'}}","{'Alice': {'food': 'pizza', 'sport': 'tennis'}, 'Bob': {'food': 'tacos', 'sport': 'swimming'}, 'Eva': {'food': 'salad', 'sport': 'football'}}",True,9.37,solved
d237cb7c-950e-44c9-ab32-63f4fc45f380,"{'Bob': {'animal': 'cat', 'food': 'salad'}, 'Quinn': {'animal': 'hamster', 'food': 'pizza'}, 'Jorge': {'animal': 'bird', 'food': 'pasta'}}","{'Bob': {'animal': 'cat', 'food': 'salad'}, 'Jorge': {'animal': 'bird', 'food': 'pasta'}, 'Quinn': {'animal': 'hamster', 'food': 'pizza'}}",True,6.97,solved
08d4de74-e3cf-4a19-821c-2a00c21fa280,"{'Carol': {'animal': 'dog', 'food': 'sushi'}, 'Jorge': {'animal': 'cat', 'food': 'pasta'}, 'Olga': {'animal': 'fish', 'food': 'pizza'}}","{'Carol': {'animal': 'dog', 'food': 'sushi'}, 'Jorge': {'animal': 'cat', 'food': 'pasta'}, 'Olga': {'animal': 'fish', 'food': 'pizza'}}",True,7.78,solved
a8cd5f8d-afdd-450e-8b47-ded39cbd3637,"{'Carol': {'animal': 'bird', 'color': 'red'}, 'Hugo': {'animal': 'fish', 'color': 'purple'}, 'Quinn': {'animal': 'hamster', 'color': 'yellow'}}","{'Carol': {'animal': 'bird', 'color': 'red'}, 'Hugo': {'animal': 'fish', 'color': 'purple'}, 'Quinn': {'animal': 'hamster', 'color': 'yellow'}}",True,9.77,solved
872399de-ecd7-44ab-84ca-e317020afdef,"{'Nico': {'food': 'salad', 'color': 'purple'}, 'Bob': {'food': 'sushi', 'color': 'yellow'}, 'Irene': {'food': 'pasta', 'color': 'red'}}","{'Bob': {'color': 'yellow', 'food': 'sushi'}, 'Irene': {'color': 'red', 'food': 'pasta'}, 'Nico': {'color': 'purple', 'food': 'salad'}}",True,18.45,solved
d8117e84-c263-4e40-924f-d58323fadb96,"{'Alice': {'food': 'pizza', 'city': 'Madrid'}, 'Eva': {'food': 'pasta', 'city': 'Rome'}, 'Olga': {'food': 'tacos', 'city': 'Berlin'}}","{'Alice': {'city': 'Madrid', 'food': 'pizza'}, 'Eva': {'city': 'Rome', 'food': 'pasta'}, 'Olga': {'city': 'Berlin', 'food': 'tacos'}}",True,9.53,solved
c3b660d9-0dc5-4442-b825-4ee6c1e1a39d,"{'Nico': {'animal': 'dog', 'food': 'pizza'}, 'Quinn': {'animal': 'fish', 'food': 'salad'}, 'Sara': {'animal': 'hamster', 'food': 'pasta'}}","{'Nico': {'animal': 'dog', 'food': 'pizza'}, 'Quinn': {'animal': 'fish', 'food': 'salad'}, 'Sara': {'animal': 'hamster', 'food': 'pasta'}}",True,10.77,solved
2339d8cf-74df-40d2-b9ac-bdb283e84427,"{'Vera': {'food': 'sushi', 'sport': 'basketball'}, 'Bob': {'food': 'pasta', 'sport': 'football'}, 'Carol': {'food': 'salad', 'sport': 'yoga'}}","{'Bob': {'food': 'pasta', 'sport': 'football'}, 'Carol': {'food': 'salad', 'sport': 'yoga'}, 'Vera': {'food': 'sushi', 'sport': 'basketball'}}",True,7.62,solved
99f53a71-e502-4a5f-8fc5-4b44f59cd868,"{'Pablo': {'drink': 'water', 'sport': 'swimming'}, 'Vera': {'drink': 'juice', 'sport': 'football'}, 'Frank': {'drink': 'tea', 'sport': 'basketball'}}","{'Frank': {'drink': 'tea', 'sport': 'basketball'}, 'Pablo': {'drink': 'water', 'sport': 'swimming'}, 'Vera': {'drink': 'juice', 'sport': 'football'}}",True,8.68,solved
5e82112e-ad9c-4d25-9156-4e1d68a4c861,"{'Quinn': {'food': 'salad', 'color': 'yellow'}, 'Pablo': {'food': 'pizza', 'color': 'green'}, 'Sara': {'food': 'tacos', 'color': 'blue'}}","{'Pablo': {'color': 'green', 'food': 'pizza'}, 'Quinn': {'color': 'yellow', 'food': 'salad'}, 'Sara': {'color': 'blue', 'food': 'tacos'}}",True,10.92,solved
5913f7e6-ee2f-40d9-86c2-2f5ec67933de,"{'Sara': {'drink': 'water', 'city': 'London'}, 'Pablo': {'drink': 'coffee', 'city': 'Berlin'}, 'Carol': {'drink': 'juice', 'city': 'Madrid'}}","{'Carol': {'city': 'Madrid', 'drink': 'juice'}, 'Pablo': {'city': 'Berlin', 'drink': 'coffee'}, 'Sara': {'city': 'London', 'drink': 'water'}}",True,11.83,solved
1d4b6f8b-17a5-4c86-a38f-bc05ac8ceb4f,"{'Carol': {'animal': 'hamster', 'drink': 'soda'}, 'Marta': {'animal': 'bird', 'drink': 'water'}, 'Olga': {'animal': 'cat', 'drink': 'tea'}}","{'Carol': {'animal': 'hamster', 'drink': 'soda'}, 'Marta': {'animal': 'bird', 'drink': 'water'}, 'Olga': {'animal': 'cat', 'drink': 'tea'}}",True,7.53,solved
c3b55e31-2256-496a-adfd-4b0bd02897aa,"{'David': {'animal': 'dog', 'sport': 'football'}, 'Bob': {'animal': 'bird', 'sport': 'yoga'}, 'Quinn': {'animal': 'hamster', 'sport': 'tennis'}}","{'Bob': {'animal': 'bird', 'sport': 'yoga'}, 'David': {'animal': 'dog', 'sport': 'football'}, 'Quinn': {'animal': 'hamster', 'sport': 'tennis'}}",True,8.98,solved
895e5319-cc89-4f79-9cf6-c50939200f49,"{'Sara': {'sport': 'basketball', 'city': 'London'}, 'Olga': {'sport': 'tennis', 'city': 'Berlin'}, 'Marta': {'sport': 'football', 'city': 'Rome'}}","{'Marta': {'city': 'Rome', 'sport': 'football'}, 'Olga': {'city': 'Berlin', 'sport': 'tennis'}, 'Sara': {'city': 'London', 'sport': 'basketball'}}",True,6.97,solved
29c30989-3504-446b-89c9-680993374192,"{'Pablo': {'color': 'green', 'drink': 'soda'}, 'Alice': {'color': 'blue', 'drink': 'tea'}, 'Vera': {'color': 'red', 'drink': 'water'}}","{'Alice': {'color': 'blue', 'drink': 'tea'}, 'Pablo': {'color': 'green', 'drink': 'soda'}, 'Vera': {'color': 'red', 'drink': 'water'}}",True,7.4,solved
b80d852a-1075-4306-a79b-573f6cdf0ccd,"{'Sara': {'color': 'red', 'drink': 'soda'}, 'Olga': {'color': 'purple', 'drink': 'coffee'}, 'Carol': {'color': 'blue', 'drink': 'tea'}}","{'Carol': {'color': 'blue', 'drink': 'tea'}, 'Olga': {'color': 'purple', 'drink': 'coffee'}, 'Sara': {'color': 'red', 'drink': 'soda'}}",True,7.46,solved
2a5d37da-aee7-4f10-9470-f769fc75887a,"{'Grace': {'food': 'tacos', 'drink': 'juice'}, 'Frank': {'food': 'sushi', 'drink': 'tea'}, 'Olga': {'food': 'salad', 'drink': 'coffee'}}","{'Frank': {'drink': 'tea', 'food': 'sushi'}, 'Grace': {'drink': 'juice', 'food': 'tacos'}, 'Olga': {'drink': 'coffee', 'food': 'salad'}}",True,6.86,solved
9f210e17-be04-4f46-bffb-e52707e8fc67,"{'Vera': {'sport': 'football', 'food': 'sushi'}, 'Grace': {'sport': 'tennis', 'food': 'tacos'}, 'Nico': {'sport': 'yoga', 'food': 'pasta'}}","{'Grace': {'food': 'tacos', 'sport': 'tennis'}, 'Nico': {'food': 'pasta', 'sport': 'yoga'}, 'Vera': {'food': 'sushi', 'sport': 'football'}}",True,11.74,solved
4f1834f5-b29b-40f7-ba06-84ba97042cd5,"{'Vera': {'city': 'Paris', 'color': 'purple'}, 'Hugo': {'city': 'London', 'color': 'red'}, 'Pablo': {'city': 'Berlin', 'color': 'yellow'}}","{'Hugo': {'city': 'London', 'color': 'red'}, 'Pablo': {'city': 'Berlin', 'color': 'yellow'}, 'Vera': {'city': 'Paris', 'color': 'purple'}}",True,12.54,solved
cd856722-e5f8-452b-a1fc-da3631c1e614,"{'Grace': {'drink': 'tea', 'animal': 'cat'}, 'Marta': {'drink': 'soda', 'animal': 'fish'}, 'Jorge': {'drink': 'juice', 'animal': 'bird'}}","{'Grace': {'animal': 'cat', 'drink': 'tea'}, 'Jorge': {'animal': 'bird', 'drink': 'juice'}, 'Marta': {'animal': 'fish', 'drink': 'soda'}}",True,8.79,solved
4bd58616-5d01-45dc-8239-7fe3435319dc,"{'Quinn': {'drink': 'water', 'animal': 'hamster'}, 'Jorge': {'drink': 'tea', 'animal': 'cat'}, 'Alice': {'drink': 'juice', 'animal': 'fish'}}","{'Alice': {'animal': 'fish', 'drink': 'juice'}, 'Jorge': {'animal': 'cat', 'drink': 'tea'}, 'Quinn': {'animal': 'hamster', 'drink': 'water'}}",True,13.54,solved
94e6150b-53c8-4663-b452-53ff5335e41c,"{'Grace': {'color': 'purple', 'city': 'Berlin'}, 'Jorge': {'color': 'yellow', 'city': 'London'}, 'Irene': {'color': 'blue', 'city': 'Paris'}}","{'Grace': {'city': 'Berlin', 'color': 'purple'}, 'Irene': {'city': 'Paris', 'color': 'blue'}, 'Jorge': {'city': 'London', 'color': 'yellow'}}",True,17.94,solved
59b718a1-8e8c-473d-bf1d-7d32f19ab3f6,"{'Carol': {'city': 'Berlin', 'color': 'green'}, 'Pablo': {'city': 'London', 'color': 'purple'}, 'Quinn': {'city': 'Paris', 'color': 'blue'}}","{'Carol': {'city': 'Berlin', 'color': 'green'}, 'Pablo': {'city': 'London', 'color': 'purple'}, 'Quinn': {'city': 'Paris', 'color': 'blue'}}",True,6.74,solved
5e872a12-cabe-4a0c-903c-eaecc8c71261,"{'Pablo': {'sport': 'basketball', 'drink': 'juice'}, 'Carol': {'sport': 'swimming', 'drink': 'water'}, 'Quinn': {'sport': 'tennis', 'drink': 'soda'}}","{'Carol': {'drink': 'water', 'sport': 'swimming'}, 'Pablo': {'drink': 'juice', 'sport': 'basketball'}, 'Quinn': {'drink': 'soda', 'sport': 'tennis'}}",True,15.65,solved
08d8ca19-6aa8-445f-8b91-80c6646976e1,"{'Eva': {'animal': 'dog', 'city': 'Paris'}, 'Bob': {'animal': 'hamster', 'city': 'Berlin'}, 'Jorge': {'animal': 'cat', 'city': 'London'}}","{'Bob': {'animal': 'hamster', 'city': 'Berlin'}, 'Eva': {'animal': 'dog', 'city': 'Paris'}, 'Jorge': {'animal': 'cat', 'city': 'London'}}",True,18.14,solved
c64033cb-728e-4d99-9414-b2c65c6e9b9a,"{'Marta': {'drink': 'juice', 'food': 'salad'}, 'Sara': {'drink': 'water', 'food': 'tacos'}, 'Hugo': {'drink': 'coffee', 'food': 'pasta'}}","{'Hugo': {'drink': 'coffee', 'food': 'pasta'}, 'Marta': {'drink': 'juice', 'food': 'salad'}, 'Sara': {'drink': 'water', 'food': 'tacos'}}",True,11.0,solved
6c2d519d-e4f8-4f41-8c62-144b16fd108a,"{'Jorge': {'food': 'sushi', 'city': 'London'}, 'Hugo': {'food': 'pizza', 'city': 'Berlin'}, 'Carol': {'food': 'pasta', 'city': 'Rome'}}","{'Carol': {'city': 'Rome', 'food': 'pasta'}, 'Hugo': {'city': 'Berlin', 'food': 'pizza'}, 'Jorge': {'city': 'London', 'food': 'sushi'}}",True,7.59,solved
5f7bbc62-5e6b-4023-a7fe-b5d52a138ba3,"{'Bob': {'food': 'pizza', 'sport': 'tennis'}, 'Eva': {'food': 'sushi', 'sport': 'swimming'}, 'David': {'food': 'pasta', 'sport': 'football'}}","{'Bob': {'food': 'pizza', 'sport': 'tennis'}, 'David': {'food': 'pasta', 'sport': 'football'}, 'Eva': {'food': 'sushi', 'sport': 'swimming'}}",True,6.74,solved
71a173f7-145f-4fa7-a32a-30b193bd5932,"{'Frank': {'food': 'tacos', 'color': 'green'}, 'Alice': {'food': 'sushi', 'color': 'yellow'}, 'Nico': {'food': 'salad', 'color': 'red'}}","{'Alice': {'color': 'yellow', 'food': 'sushi'}, 'Frank': {'color': 'green', 'food': 'tacos'}, 'Nico': {'color': 'red', 'food': 'salad'}}",True,9.49,solved
eabc31bb-069e-40b9-85bf-3fc89fe90123,"{'Jorge': {'animal': 'fish', 'sport': 'football'}, 'Pablo': {'animal': 'cat', 'sport': 'yoga'}, 'Frank': {'animal': 'dog', 'sport': 'swimming'}}","{'Frank': {'animal': 'dog', 'sport': 'swimming'}, 'Jorge': {'animal': 'fish', 'sport': 'football'}, 'Pablo': {'animal': 'cat', 'sport': 'yoga'}}",True,8.0,solved
3e1dfc36-271c-4a68-9141-6a23d067298d,"{'David': {'animal': 'fish', 'city': 'Rome'}, 'Jorge': {'animal': 'hamster', 'city': 'Madrid'}, 'Olga': {'animal': 'dog', 'city': 'Paris'}}","{'David': {'animal': 'fish', 'city': 'Rome'}, 'Jorge': {'animal': 'hamster', 'city': 'Madrid'}, 'Olga': {'animal': 'dog', 'city': 'Paris'}}",True,11.78,solved
1da41ebd-3fbe-40bb-8455-9f303cf5a8d6,"{'Frank': {'color': 'red', 'animal': 'hamster'}, 'Irene': {'color': 'green', 'animal': 'cat'}, 'Bob': {'color': 'purple', 'animal': 'fish'}}","{'Bob': {'animal': 'fish', 'color': 'purple'}, 'Frank': {'animal': 'hamster', 'color': 'red'}, 'Irene': {'animal': 'cat', 'color': 'green'}}",True,8.3,solved
61bd3264-a3d9-4895-89a9-5503d3f339b7,"{'Grace': {'sport': 'swimming', 'color': 'yellow'}, 'Carol': {'sport': 'yoga', 'color': 'purple'}, 'Eva': {'sport': 'basketball', 'color': 'red'}}","{'Carol': {'color': 'purple', 'sport': 'yoga'}, 'Eva': {'color': 'red', 'sport': 'basketball'}, 'Grace': {'color': 'yellow', 'sport': 'swimming'}}",True,7.76,solved
07225963-eef5-4136-803b-f9b186a60280,"{'Hugo': {'food': 'salad', 'city': 'Berlin'}, 'Nico': {'food': 'tacos', 'city': 'Rome'}, 'Carol': {'food': 'pasta', 'city': 'Paris'}}","{'Carol': {'city': 'Paris', 'food': 'pasta'}, 'Hugo': {'city': 'Berlin', 'food': 'salad'}, 'Nico': {'city': 'Rome', 'food': 'tacos'}}",True,10.3,solved
eb65fd49-ed1c-4fe2-9d9d-e166a62965c5,"{'Bob': {'animal': 'hamster', 'city': 'Berlin'}, 'Carol': {'animal': 'bird', 'city': 'Madrid'}, 'Pablo': {'animal': 'cat', 'city': 'London'}}","{'Bob': {'animal': 'hamster', 'city': 'Berlin'}, 'Carol': {'animal': 'bird', 'city': 'Madrid'}, 'Pablo': {'animal': 'cat', 'city': 'London'}}",True,12.58,solved
4fb44b9b-0655-473e-9cee-6ca5eef6ae3f,"{'Jorge': {'color': 'purple', 'sport': 'tennis'}, 'Frank': {'color': 'red', 'sport': 'basketball'}, 'David': {'color': 'blue', 'sport': 'football'}}","{'David': {'color': 'blue', 'sport': 'football'}, 'Frank': {'color': 'red', 'sport': 'basketball'}, 'Jorge': {'color': 'purple', 'sport': 'tennis'}}",True,10.99,solved
c2fe79e4-23db-4ec4-8b11-d7b3ebac6c49,"{'Eva': {'food': 'tacos', 'city': 'London'}, 'Vera': {'food': 'salad', 'city': 'Rome'}, 'Jorge': {'food': 'sushi', 'city': 'Berlin'}}","{'Eva': {'city': 'London', 'food': 'tacos'}, 'Jorge': {'city': 'Berlin', 'food': 'sushi'}, 'Vera': {'city': 'Rome', 'food': 'salad'}}",True,11.83,solved
d4f5d5ee-688f-471f-8814-0f1f0cc064aa,"{'Grace': {'city': 'Paris', 'color': 'red'}, 'Pablo': {'city': 'Berlin', 'color': 'green'}, 'Hugo': {'city': 'Madrid', 'color': 'yellow'}}","{'Grace': {'city': 'Paris', 'color': 'red'}, 'Hugo': {'city': 'Madrid', 'color': 'yellow'}, 'Pablo': {'city': 'Berlin', 'color': 'green'}}",True,9.6,solved
01d5203b-6b08-43b7-8fae-86e7f73b0868,"{'Marta': {'drink': 'juice', 'food': 'salad'}, 'Frank': {'drink': 'coffee', 'food': 'pasta'}, 'Irene': {'drink': 'tea', 'food': 'sushi'}}","{'Frank': {'drink': 'coffee', 'food': 'pasta'}, 'Irene': {'drink': 'tea', 'food': 'sushi'}, 'Marta': {'drink': 'juice', 'food': 'salad'}}",True,16.31,solved
eba7d6cd-67ac-43bf-80c9-f9d06417c721,"{'Marta': {'color': 'purple', 'drink': 'water'}, 'Olga': {'color': 'blue', 'drink': 'tea'}, 'Alice': {'color': 'yellow', 'drink': 'juice'}}","{'Alice': {'color': 'yellow', 'drink': 'juice'}, 'Marta': {'color': 'purple', 'drink': 'water'}, 'Olga': {'color': 'blue', 'drink': 'tea'}}",True,6.47,solved
4ecc7b7b-20bc-4098-85df-01ad1167794f,"{'Hugo': {'sport': 'yoga', 'city': 'Rome'}, 'Olga': {'sport': 'football', 'city': 'Madrid'}, 'David': {'sport': 'basketball', 'city': 'London'}}","{'David': {'city': 'London', 'sport': 'basketball'}, 'Hugo': {'city': 'Rome', 'sport': 'yoga'}, 'Olga': {'city': 'Madrid', 'sport': 'football'}}",True,20.62,solved
bbff6a74-1eb3-4aa2-9da1-d3f29d559f1f,"{'Eva': {'color': 'blue', 'food': 'sushi'}, 'Hugo': {'color': 'red', 'food': 'salad'}, 'Vera': {'color': 'purple', 'food': 'tacos'}}","{'Eva': {'color': 'blue', 'food': 'sushi'}, 'Hugo': {'color': 'red', 'food': 'salad'}, 'Vera': {'color': 'purple', 'food': 'tacos'}}",True,13.41,solved
07298307-03a4-4886-945b-f3d334b03f75,"{'Jorge': {'animal': 'hamster', 'sport': 'swimming'}, 'Marta': {'animal': 'fish', 'sport': 'tennis'}, 'Olga': {'animal': 'cat', 'sport': 'yoga'}}","{'Jorge': {'animal': 'hamster', 'sport': 'swimming'}, 'Marta': {'animal': 'fish', 'sport': 'tennis'}, 'Olga': {'animal': 'cat', 'sport': 'yoga'}}",True,8.99,solved
34f84726-8893-48bc-a53a-ebf2f9fbfadb,"{'Bob': {'animal': 'dog', 'city': 'Paris'}, 'Vera': {'animal': 'bird', 'city': 'Rome'}, 'Olga': {'animal': 'fish', 'city': 'London'}}","{'Bob': {'animal': 'dog', 'city': 'Paris'}, 'Olga': {'animal': 'fish', 'city': 'London'}, 'Vera': {'animal': 'bird', 'city': 'Rome'}}",True,8.21,solved
ce65f0ba-94aa-4e6b-a9cc-dc8d9b663285,"{'Bob': {'drink': 'tea', 'city': 'London'}, 'Pablo': {'drink': 'juice', 'city': 'Madrid'}, 'Nico': {'drink': 'coffee', 'city': 'Paris'}}","{'Bob': {'city': 'London', 'drink': 'tea'}, 'Nico': {'city': 'Paris', 'drink': 'coffee'}, 'Pablo': {'city': 'Madrid', 'drink': 'juice'}}",True,8.62,solved
39315527-69d9-4cdc-8ae9-7a063e9d349a,"{'Carol': {'animal': 'dog', 'food': 'sushi'}, 'Alice': {'animal': 'bird', 'food': 'pizza'}, 'Pablo': {'animal': 'fish', 'food': 'salad'}}","{'Alice': {'animal': 'bird', 'food': 'pizza'}, 'Carol': {'animal': 'dog', 'food': 'sushi'}, 'Pablo': {'animal': 'fish', 'food': 'salad'}}",True,7.44,solved
bd0ed788-2474-41b2-9d3b-f2e7f9151006,"{'David': {'color': 'green', 'food': 'pizza'}, 'Pablo': {'color': 'purple', 'food': 'salad'}, 'Vera': {'color': 'blue', 'food': 'sushi'}}","{'David': {'color': 'green', 'food': 'pizza'}, 'Pablo': {'color': 'purple', 'food': 'salad'}, 'Vera': {'color': 'blue', 'food': 'sushi'}}",True,6.93,solved
f3986eb5-9b9a-48ec-ba7c-2cf86a714a6b,"{'Quinn': {'drink': 'juice', 'food': 'pizza'}, 'Alice': {'drink': 'coffee', 'food': 'sushi'}, 'Pablo': {'drink': 'tea', 'food': 'tacos'}}","{'Alice': {'drink': 'coffee', 'food': 'sushi'}, 'Pablo': {'drink': 'tea', 'food': 'tacos'}, 'Quinn': {'drink': 'juice', 'food': 'pizza'}}",True,5.89,solved
7ee9eac0-fe5e-4e5f-af87-f9bbabfd57c6,"{'Quinn': {'drink': 'tea', 'city': 'London'}, 'Pablo': {'drink': 'soda', 'city': 'Paris'}, 'Olga': {'drink': 'juice', 'city': 'Madrid'}}","{'Olga': {'city': 'Madrid', 'drink': 'juice'}, 'Pablo': {'city': 'Paris', 'drink': 'soda'}, 'Quinn': {'city': 'London', 'drink': 'tea'}}",True,7.8,solved
